species	total_length	completeness	draft_quality
Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_9	1395024	76.38	medium
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30	1740090	93.9	medium
Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15	2440289	77.38	medium
Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11	2345669	88.05	medium
Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_18	1856668	92.73	medium
Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_52_10	1403244	53.7	medium
Gammaproteobacteria bacterium RIFOXYB2_FULL_38_6	944853	40.35	low
Gemmatimonadetes bacterium RBG_16_66_8	2645735	59.45	medium
Geobacteraceae bacterium GWB2_52_12	2962879	62.89	medium
Ignavibacteria bacterium GWA2_35_9	3918148	86	medium
Ignavibacteria bacterium GWA2_54_16	2302958	55.17	medium
Fluviicola sp. RIFCSPHIGHO2_01_FULL_43_53	4532133	100	medium
Gallionellales bacterium RIFOXYB12_FULL_54_9	1836596	71.07	medium
Gallionellales bacterium RIFOXYD12_FULL_53_10	2241638	77.73	medium
Gammaproteobacteria bacterium RBG_16_66_13	1568935	22.09	low
Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_39_13	1671405	93.17	medium
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_39_24	1591911	93.17	medium
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_13	1257284	46.8	low
Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10	1580116	55.39	medium
Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_47_76	1485479	66.04	medium
Geobacteraceae bacterium GWC2_48_7	1585438	51.45	medium
Geobacteraceae bacterium GWC2_53_11	4280425	96.77	medium
Ignavibacteria bacterium GWC2_35_8	3338821	79.5	medium
Ignavibacteria bacterium GWC2_36_12	3831595	94.13	medium
Ignavibacteria bacterium GWC2_38_9	3818899	88.25	medium
Ignavibacteria bacterium RBG_16_34_14	2740348	77.09	medium
Ignavibacteria bacterium RBG_16_36_9	2158540	67.37	medium
Ignavibacteria bacterium RIFOXYA2_FULL_37_17	1908153	45.06	low
Ignavibacteria bacterium RIFOXYA2_FULL_38_8	4280002	97.77	medium
Ignavibacteria bacterium RIFOXYB2_FULL_36_7	2176693	67.36	medium
Ignavibacteria bacterium RIFOXYB2_FULL_37_11	4346285	99.16	medium
Ignavibacteria bacterium RIFOXYC2_FULL_38_25	4405326	100	high
Lentisphaerae bacterium GWF2_38_69	3121694	94.55	medium
Lentisphaerae bacterium GWF2_44_16	5164209	95.41	medium
Lentisphaerae bacterium RIFOXYA12_FULL_60_10	2056378	59.12	medium
Lentisphaerae bacterium RIFOXYB12_FULL_60_10	3806696	77.25	medium
Lentisphaerae bacterium RIFOXYC12_FULL_60_16	4090690	87.84	medium
Melioribacter sp. GWF2_38_21	4399495	100	high
Melioribacter sp. RIFOXYB12_FULL_38_5	1497423	65.81	medium
Microgenomates group bacterium RBG_16_45_19	1369768	65.84	medium
Microgenomates group bacterium RBG_19FT_COMBO_39_10	654762	49.39	low
Microgenomates group bacterium RIFCSPHIGHO2_01_FULL_45_11	1083413	58.91	medium
Microgenomates group bacterium RIFCSPLOWO2_01_FULL_46_13	866795	50	medium
Microgenomates group bacterium RIFCSPLOWO2_01_FULL_47_10	740757	43.07	low
Nitrospinae bacterium RIFCSPLOWO2_12_39_15	2194295	91.4	medium
Nitrospinae bacterium RIFCSPLOWO2_12_FULL_39_93	1597555	79.86	medium
Nitrospinae bacterium RIFCSPLOWO2_12_FULL_45_22	3667056	81.1	medium
Nitrospirae bacterium GWA2_46_11	2292831	92.27	medium
Nitrospinae bacterium RIFCSPLOWO2_12_FULL_47_7	1450656	59.75	medium
Nitrospirae bacterium GWB2_47_37	2472158	96.36	medium
Nitrospirae bacterium GWC2_42_7	2579265	69.48	medium
Nitrospirae bacterium GWC2_46_6	1369857	64.44	medium
Nitrospirae bacterium GWC2_56_14	3162748	67.05	medium
Nitrospirae bacterium GWD2_44_7	1405470	66.5	medium
Nitrospirae bacterium GWD2_57_9	3857978	90.81	medium
Nitrospirae bacterium RBG_13_43_8	2608363	68.1	medium
Nitrospirae bacterium RBG_19FT_COMBO_42_15	1566243	60.95	medium
Nitrospirae bacterium RBG_19FT_COMBO_55_12	1744752	53.41	medium
Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_40_19	1660570	51.14	medium
Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12	1719853	64.39	medium
Nitrospirae bacterium RIFOXYA2_FULL_44_9	1933175	94.55	medium
Nitrospirae bacterium RIFOXYB2_FULL_43_5	1369490	54.22	medium
Omnitrophica bacterium GWA2_41_15	1056001	62.9	medium
Omnitrophica bacterium GWA2_50_21	921780	25.93	low
Omnitrophica bacterium RBG_13_46_9	2045377	74.77	medium
Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_11	1790555	85.42	medium
Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20	1312468	86.72	medium
Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_49_9	724153	63.05	medium
Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_51_18	1526646	91.94	medium
Omnitrophica bacterium RIFCSPHIGHO2_12_FULL_44_12	2636838	87.57	medium
Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10	1433776	81.87	medium
Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10b	1843590	91.33	medium
Omnitrophica bacterium RIFCSPLOWO2_01_FULL_50_24	1200785	75.74	medium
Omnitrophica bacterium RIFCSPLOWO2_02_FULL_45_16	1358324	87.03	medium
Omnitrophica bacterium RIFCSPLOWO2_12_FULL_45_13	1289911	86.5	medium
Omnitrophica bacterium RIFCSPLOWO2_12_FULL_50_11	2235349	91.33	medium
Omnitrophica WOR_2 bacterium GWA2_45_18	2335743	83.99	medium
Omnitrophica WOR_2 bacterium GWB2_45_9	776603	33.56	low
Ignavibacteria bacterium GWB2_36_8	3684731	85.77	medium
Ignavibacteria bacterium GWC2_56_12	3137134	86.34	medium
Ignavibacteria bacterium GWF2_33_9	2652894	88.93	medium
Ignavibacteria bacterium RBG_13_36_8	3844292	87.77	medium
Ignavibacteria bacterium RIFCSPHIGHO2_02_FULL_56_12	3073191	85.14	medium
Ignavibacteria bacterium RIFOXYA12_FULL_38_9	3185664	66.5	medium
Ignavibacteria bacterium RIFOXYC12_FULL_38_8	4122923	98.17	medium
Lentisphaerae bacterium GWF2_45_14	3776931	93.52	medium
Lentisphaerae bacterium RIFOXYA12_FULL_48_11	5678892	89.41	medium
Nitrospinae bacterium RIFCSPHIGHO2_02_39_11	1822471	82.85	medium
Nitrospinae bacterium RIFCSPHIGHO2_02_FULL_39_82	1586753	80.29	medium
Nitrospinae bacterium RIFCSPHIGHO2_12_FULL_39_42	1827444	84.56	medium
Nitrospinae bacterium RIFCSPLOWO2_01_FULL_39_10	2038848	58.48	medium
Nitrospinae bacterium RIFCSPLOWO2_02_FULL_39_110	1659630	78.41	medium
Nitrospinae bacterium RIFCSPLOWO2_12_39_16	1883825	74.76	medium
Nitrospirae bacterium GWA2_42_11	1731153	71.23	medium
Nitrospirae bacterium GWC2_57_9	3353072	80.46	medium
Nitrospirae bacterium GWF2_44_13	1986041	95.45	high
Nitrospirae bacterium RBG_13_39_12	2933690	92.2	medium
Nitrospirae bacterium RBG_13_41_22	1790261	46.98	low
Nitrospirae bacterium RBG_16_43_11	1501108	61.74	medium
Nitrospirae bacterium RBG_16_43_8	1248704	72.89	medium
Nitrospirae bacterium RIFCSPLOW2_12_42_9	2053697	80.55	medium
Nitrospirae bacterium RIFCSPLOWO2_02_42_7	1156351	65.18	medium
Nitrospirae bacterium RIFOXYC2_FULL_44_7	1676393	77.35	medium
Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_24	1333919	87.57	medium
Omnitrophica WOR_2 bacterium GWA2_47_8	2400356	76.74	medium
Omnitrophica WOR_2 bacterium RBG_13_44_8	827680	29.51	low
Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_52_10	898107	53.13	medium
Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_45_21	1312436	85.42	medium
Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_46_37	764338	66.5	medium
Omnitrophica WOR_2 bacterium RIFCSPLOWO2_01_FULL_41_12	704252	68.2	medium
Omnitrophica WOR_2 bacterium RIFCSPLOWO2_02_FULL_45_28	909001	73.95	medium
Omnitrophica WOR_2 bacterium RIFCSPLOWO2_02_FULL_50_19	1251955	76.11	medium
Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_46_30	865632	70.95	medium
Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_50_9	1236538	64.53	medium
Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_8	936235	54.75	medium
Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_43_9	2037360	75.64	medium
Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_45_15	1201266	62.98	medium
Paenibacillus sp. RIFOXYA1_FULL_44_5	1650543	56.21	medium
Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_39	1864121	74.01	medium
Gallionellales bacterium RIFOXYD2_FULL_52_7	1607312	45.17	low
Actinomyces sp. HMSC06A08	2422248	100	high
Actinomyces sp. HMSC08A01	2168922	99.37	high
Lactobacillus sp. HMSC24D01	1914489	98.63	medium
Sphingobacterium sp. HMSC13C05	5836832	100	medium
Jeongeupia sp. USM3	3788814	100	high
Oligella sp. HMSC05A10	2421537	98.88	medium
Enterococcus sp. HMSC064A12	4330333	99.31	medium
Moraxella sp. HMSC061H09	1899912	99.45	medium
Aerococcus sp. HMSC075D05	1893491	99.04	medium
Actinomyces sp. HMSC072A03	2405291	100	high
Actinomyces sp. HMSC064C12	2402476	100	medium
Actinomyces sp. HMSC075B09	1922812	99.05	high
Actinomyces sp. HMSC065F11	2064328	99.02	high
Atopobium sp. HMSC064B08	1592142	100	medium
Actinomyces sp. HMSC065F12	2628118	99.29	high
Staphylococcus sp. HMSC062B11	2406825	98.58	medium
Hafnia sp. HMSC23F03	4830264	99.86	medium
Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_01_FULL_40_17	956702	56.6	medium
Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_02_FULL_39_13	953848	55.61	medium
Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_02_FULL_44_20	843579	55.44	medium
Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_44_25	840956	55.58	medium
Candidatus Blackburnbacteria bacterium RIFCSPLOWO2_01_FULL_40_20	958425	58.58	medium
Candidatus Blackburnbacteria bacterium RIFCSPLOWO2_02_FULL_44_9	697680	47.25	low
Candidatus Chisholmbacteria bacterium RIFCSPHIGHO2_01_FULL_48_12	901658	51.75	medium
Candidatus Chisholmbacteria bacterium RIFCSPHIGHO2_01_FULL_52_32	1254643	61.39	medium
Candidatus Woykebacteria bacterium GWA1_44_8	832262	54.14	medium
Candidatus Woykebacteria bacterium GWB1_45_5	882399	57.18	medium
Candidatus Woykebacteria bacterium RBG_16_39_9b	594602	60.64	medium
Candidatus Woykebacteria bacterium RIFCSPHIGHO2_01_FULL_39_12	486575	52.09	medium
Candidatus Woykebacteria bacterium RIFCSPHIGHO2_02_FULL_43_16b	816703	55.09	medium
Candidatus Woykebacteria bacterium RIFCSPHIGHO2_12_FULL_43_10	716521	54.29	medium
Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14	806729	56.11	medium
Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_41_13b	820764	46.48	low
Candidatus Chisholmbacteria bacterium RIFCSPLOWO2_01_FULL_49_14	1211858	60.55	medium
Candidatus Chisholmbacteria bacterium RIFCSPLOWO2_01_FULL_50_28	1214076	60.55	medium
Candidatus Woykebacteria bacterium RBG_13_40_7b	827425	60.19	medium
Candidatus Woykebacteria bacterium RIFCSPHIGHO2_12_FULL_45_10	613186	54.94	medium
Candidatus Woykebacteria bacterium RBG_19FT_COMBO_43_10	823188	54.5	medium
Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_01_FULL_46_36	778473	63.76	medium
Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_45_11	884266	76.12	medium
Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_46_16	1362175	68.98	medium
Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11	970698	61.57	medium
Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11b	883870	64.35	medium
Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_46_9	1151254	58.23	medium
Candidatus Andersenbacteria bacterium RIFCSPLOWO2_02_FULL_46_11	1173626	59.07	medium
Candidatus Andersenbacteria bacterium RIFCSPLOWO2_12_FULL_45_8	1002649	56.88	medium
Candidatus Brennerbacteria bacterium RIFOXYC1_FULL_41_11	608236	81.17	medium
Candidatus Buchananbacteria bacterium RBG_13_36_9	1053163	55.25	medium
Candidatus Buchananbacteria bacterium RBG_13_39_9	879605	48.68	low
Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_39_8	834980	49.83	low
Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_44_11	943148	56.44	medium
Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_01_FULL_47_11b	569135	39.11	low
Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_02_FULL_38_8	773774	53.38	medium
Candidatus Buchananbacteria bacterium RIFCSPHIGHO2_02_FULL_56_16	1056120	62.62	medium
Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_39_33	973170	65.28	medium
Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_46_12	771390	54.95	medium
Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_56_15	613013	46.04	low
Candidatus Colwellbacteria bacterium GWA2_46_10	507262	61.43	medium
Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_02_FULL_43_15	475445	53.46	medium
Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_02_FULL_45_17	461877	61.07	medium
Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_12_FULL_43_12	439691	66.75	medium
Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_12_FULL_44_17	578317	47.41	low
Candidatus Colwellbacteria bacterium RIFCSPLOWO2_01_FULL_48_10	745897	60.69	medium
Candidatus Colwellbacteria bacterium RIFCSPLOWO2_12_FULL_43_11	498071	69.33	medium
Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_01_FULL_44_13	667198	64.54	medium
Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_44_18	752398	74.36	medium
Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28	486892	58.62	medium
Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_11	790760	63.06	medium
Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_13b	839317	80.3	medium
Candidatus Harrisonbacteria bacterium RIFOXYD1_FULL_40_9	541659	74.44	medium
Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_02_FULL_43_10	762241	70.79	medium
Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_02_FULL_44_25	918784	63.3	medium
Candidatus Jacksonbacteria bacterium RIFCSPHIGHO2_12_FULL_44_12	889526	58.99	medium
Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_01_FULL_44_13	969913	77.56	medium
Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_43_9	802204	66.35	medium
Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_02_FULL_44_20	1072735	71.29	medium
Candidatus Jacksonbacteria bacterium RIFCSPLOWO2_12_FULL_44_15b	1054222	65.69	medium
Candidatus Jacksonbacteria bacterium RIFOXYA2_FULL_44_7	773242	51.24	medium
Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_02_FULL_42_19	1163392	87.93	medium
Candidatus Kerfeldbacteria bacterium RIFCSPLOWO2_12_FULL_43_9	1074363	87.77	medium
Candidatus Komeilibacteria bacterium RIFCSPHIGHO2_01_FULL_52_14	860072	61.06	medium
Candidatus Komeilibacteria bacterium RIFCSPLOWO2_01_FULL_52_15	869668	56.27	medium
Candidatus Komeilibacteria bacterium RIFCSPLOWO2_02_FULL_48_11	1087364	66.01	medium
Candidatus Komeilibacteria bacterium RIFOXYC1_FULL_37_11	904089	72.44	medium
Candidatus Komeilibacteria bacterium RIFOXYC2_FULL_45_12	959512	69.47	medium
Candidatus Komeilibacteria bacterium RIFOXYD1_FULL_37_29	899340	73.43	medium
Candidatus Liptonbacteria bacterium GWC1_60_9	549543	44.19	low
Candidatus Liptonbacteria bacterium RIFCSPHIGHO2_01_FULL_56_18b	558618	45.84	low
Candidatus Liptonbacteria bacterium RIFCSPHIGHO2_12_FULL_60_13	494941	49.8	low
Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_45_15	670991	46.3	low
Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_52_25	1072345	72.28	medium
Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_56_20	648384	57.03	medium
Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_40_20	667488	68.87	medium
Candidatus Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_42_16	754398	62.67	medium
Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_45_10c	546056	66.4	medium
Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_02_FULL_42_14	1128712	91.67	high
Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_42_13	1141783	91.67	high
Candidatus Komeilibacteria bacterium RIFCSPLOWO2_01_FULL_45_10	594480	52.39	medium
Candidatus Komeilibacteria bacterium RIFOXYA2_FULL_45_9	915654	71.78	medium
Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_53_13	777651	52.71	medium
Candidatus Liptonbacteria bacterium RIFOXYC1_FULL_36_8	542913	67.7	medium
Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_49_22	1279554	63.93	medium
Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_54_11	1274965	59.8	medium
Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_50_13	1296610	69.6	medium
Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_51_22	866097	50.4	medium
Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_02_FULL_54_17	1323466	53.43	medium
Candidatus Lloydbacteria bacterium RIFCSPLOWO2_01_FULL_54_18	1222224	50.01	medium
Candidatus Lloydbacteria bacterium RIFCSPLOWO2_02_FULL_51_11	876182	49.89	low
Candidatus Lloydbacteria bacterium RIFCSPLOWO2_02_FULL_54_12	1366402	57.57	medium
Candidatus Lloydbacteria bacterium RIFOXYC12_FULL_46_25	755293	48.74	low
Candidatus Nealsonbacteria bacterium RIFCSPHIGHO2_02_38_10	585621	66.04	medium
Candidatus Nealsonbacteria bacterium RIFCSPHIGHO2_02_FULL_43_13	524341	67.76	medium
Candidatus Nealsonbacteria bacterium RIFCSPHIGHO2_12_FULL_38_18	635481	63.22	medium
Candidatus Nealsonbacteria bacterium RIFCSPLOWO2_01_FULL_43_32	552629	50.79	medium
Candidatus Nealsonbacteria bacterium RIFCSPLOWO2_02_39_8	629099	55.46	medium
Candidatus Niyogibacteria bacterium RIFCSPLOWO2_01_FULL_45_48	808436	69.61	medium
Candidatus Portnoybacteria bacterium RBG_13_41_18	673036	46.44	low
Candidatus Portnoybacteria bacterium RBG_19FT_COMBO_36_7	761679	76.85	medium
Candidatus Portnoybacteria bacterium RIFCSPHIGHO2_01_FULL_40_12b	565585	60.03	medium
Candidatus Portnoybacteria bacterium RIFCSPLOWO2_02_FULL_39_11	740603	48.58	low
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_01_FULL_45_22	1004695	66.64	medium
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_13b	840755	62.79	medium
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_45_17b	836986	62.79	medium
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_47_25	647689	47.83	low
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_48_12	990529	60.23	medium
Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_12_FULL_47_12b	689570	53.11	medium
Candidatus Ryanbacteria bacterium RIFCSPLOWO2_01_FULL_48_26	783717	53.79	medium
Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_01_FULL_38_11	604892	53.69	medium
Candidatus Spechtbacteria bacterium RIFCSPHIGHO2_02_FULL_43_15b	939072	70.39	medium
Candidatus Spechtbacteria bacterium RIFCSPLOWO2_12_FULL_38_22	623063	57	medium
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_39_25	743289	64.16	medium
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_01_FULL_41_41	866573	63.66	medium
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_33_16	732447	58.09	medium
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_34_9	687622	53.14	medium
Candidatus Staskawiczbacteria bacterium RIFCSPHIGHO2_02_FULL_42_22	821145	56.73	medium
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_37_19	694087	77.72	medium
Candidatus Staskawiczbacteria bacterium RIFOXYA1_FULL_37_15	736672	79.44	medium
Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_43_17b	790665	62.84	medium
Candidatus Staskawiczbacteria bacterium RIFOXYA12_FULL_37_10	727491	53.25	medium
Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7	821629	44.36	low
Candidatus Staskawiczbacteria bacterium RIFOXYB2_FULL_37_10	743406	76.85	medium
Candidatus Staskawiczbacteria bacterium RIFOXYC1_FULL_37_43	760381	79.44	medium
Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_17	760098	79.44	medium
Candidatus Staskawiczbacteria bacterium RIFOXYC2_FULL_37_19	760823	57.23	medium
Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_37_110	757236	61.35	medium
Candidatus Staskawiczbacteria bacterium RIFOXYD1_FULL_37_73	761321	79.44	medium
Candidatus Staskawiczbacteria bacterium RIFOXYD12_FULL_37_10	728516	73.48	medium
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_01_FULL_47_32	1213772	66.17	medium
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_49_12	647934	43.77	low
Candidatus Sungbacteria bacterium RIFCSPHIGHO2_02_FULL_51_29	1178636	60.46	medium
Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_10	1097461	51.15	medium
Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_47_32	1147531	67.56	medium
Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_51_34	1093773	61.02	medium
Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_54_21	767394	67.29	medium
Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_60_25	725510	49.57	low
Candidatus Sungbacteria bacterium RIFCSPLOWO2_12_FULL_41_11	1310180	64.32	medium
Candidatus Tagabacteria bacterium RIFCSPLOWO2_01_FULL_39_11	613061	59.52	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_43_120	790353	70.82	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_45_63	725068	50.68	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_46_22b	921489	78.58	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_48_38	556114	51.6	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_49_60	884588	57.87	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_51_15	849092	66.04	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_43_32b	1011203	57.24	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_45_35	783811	54.96	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13	887479	72.54	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_12_FULL_42_34	968467	81.17	medium
Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_12_FULL_45_16	754352	73.56	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_43_44	920131	55.53	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_45_59	724427	75.29	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_48_100	644823	58.01	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_01_FULL_50_130	691763	48.43	low
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_50_13	974506	58.09	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_43_11	1024860	59.37	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_43_22b	964122	83.75	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_45_10b	748155	75.29	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_46_40	752271	50.61	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_50_120	799328	52.32	medium
Candidatus Taylorbacteria bacterium RIFCSPLOWO2_12_FULL_43_20	1008403	82.89	medium
